"Data","Nr.Chamado","Cod.Cliente","Nome Cliente","Cidade","Estado","Nr.Série","Item","Dt.Fabricação","Dt.Emissão NF","Tipo","Causa","Observação"
"4/15/2025","31183","77262","CEREAIS BRAMIL LTDA","PARAIBA DO SUL","RJ","1410923022423","F01 ICFD TS 1,85","11/27/2023","11/28/2023","Garantia Estendida","Refrigeração","NÃO REFRIGERA"
"4/15/2025","31184","79366","CASAFRUTI DAS AMERICAS LTDA","ARARUAMA","RJ","1420724010624","F01 ICFD TV 1,85","8/15/2024","11/21/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"4/15/2025","31187","69754","ADICAO DISTRIBUICAO EXPRESS S/A","CARMO DE MINAS","MG","1490722081622","F01 ICFD CS 2,50","9/8/2022","9/14/2022","Fora Garantia","Estrutura","PERFIL FRONTAL DANIFICADO"
"4/15/2025","31187","69754","ADICAO DISTRIBUICAO EXPRESS S/A","CARMO DE MINAS","MG","1490722084522","F01 ICFD CS 2,50","9/9/2022","9/14/2022","Fora Garantia","Estrutura","PERFIL FRONTAL DANIFICADO"
"4/15/2025","31187","69754","ADICAO DISTRIBUICAO EXPRESS S/A","CARMO DE MINAS","MG","1490722081722","F01 ICFD CS 2,50","9/8/2022","9/14/2022","Fora Garantia","Estrutura","PERFIL FRONTAL DANIFICADO"
"4/15/2025","31187","69754","ADICAO DISTRIBUICAO EXPRESS S/A","CARMO DE MINAS","MG","1490722083522","F01 ICFD CS 2,50","9/8/2022","9/14/2022","Fora Garantia","Estrutura","PERFIL FRONTAL DANIFICADO"
"4/15/2025","31187","69754","ADICAO DISTRIBUICAO EXPRESS S/A","CARMO DE MINAS","MG","1490722081222","F01 ICFD CS 2,50","9/8/2022","9/14/2022","Fora Garantia","Estrutura","PERFIL FRONTAL DANIFICADO"
"4/15/2025","31187","69754","ADICAO DISTRIBUICAO EXPRESS S/A","CARMO DE MINAS","MG","1490722081922","F01 ICFD CS 2,50","9/8/2022","9/14/2022","Fora Garantia","Estrutura","PERFIL FRONTAL DANIFICADO"
"4/15/2025","31187","69754","ADICAO DISTRIBUICAO EXPRESS S/A","CARMO DE MINAS","MG","1410722030222","F01 ICFD TS 1,85","9/8/2022","9/14/2022","Fora Garantia","Estrutura","PERFIL FRONTAL DANIFICADO"
"4/15/2025","31187","69754","ADICAO DISTRIBUICAO EXPRESS S/A","CARMO DE MINAS","MG","1490722083422","F01 ICFD CS 2,50","9/8/2022","9/14/2022","Fora Garantia","Estrutura","PERFIL FRONTAL DANIFICADO"
"4/16/2025","31188","69176","ATLAS DE IGUACU DISTRIBUIDORA DE ALIMENTOS LTDA","PARACAMBI","RJ","1471024020424","F01 ICFD CS 2,10","11/28/2024","12/11/2024","Garantia","Refrigeração","MARCANDO 26.4 POSITIVO"
"4/16/2025","31189","48233","COMPRARBEM LTDA - ME","MACEIO","AL","1411224015724","F01 ICFD TS 1,85","1/31/2025","3/31/2025","Garantia","Refrigeração","NÃO REFRIGERA"
"4/16/2025","31190","70053","SUPERMERCADO BARRA OESTE LTDA","RIO DE JANEIRO","RJ","1470225022824","F01 ICFD CS 2,10","2/26/2025","3/6/2025","Garantia","Refrigeração","EM CURTO"
"4/16/2025","31191","80915","COMERCIO DE CARNES R.FARIA LTDA","SAO JOSE DOS CAMPOS","SP","1500225005224","F01 ICFD CV 2,50","3/21/2025","3/25/2025","Garantia","Refrigeração","MARCANDO -32.2 E CONDENSANDO VIDRO"
"4/17/2025","31192","80378","COMPANHIA SULAMERICANA DE DISTRIBUICAO","MARINGA","PR","1481124015524","F01 ICFD CV 2,10","12/17/2024","2/3/2025","Garantia","Refrigeração","NÃO REFRIGERA"
"4/17/2025","31193","76863","SENDAS DISTRIBUIDORA S/A","RIO DE JANEIRO","RJ","1490723062923","F01 ICFD CS 2,50","11/7/2023","11/22/2023","Garantia Estendida","Estrutura","PERFIL DESCOLANDO"
"4/17/2025","31193","76863","SENDAS DISTRIBUIDORA S/A","RIO DE JANEIRO","RJ","1490723063423","F01 ICFD CS 2,50","11/7/2023","11/22/2023","Garantia Estendida","Estrutura","PERFIL DANIFICADO"
"4/17/2025","31193","76863","SENDAS DISTRIBUIDORA S/A","RIO DE JANEIRO","RJ","1410723025223","F01 ICFD TS 1,85","11/7/2023","11/22/2023","Garantia Estendida","Estrutura","PERFIL DANIFICADO"
"4/17/2025","31193","76863","SENDAS DISTRIBUIDORA S/A","RIO DE JANEIRO","RJ","1490723063123","F01 ICFD CS 2,50","11/7/2023","11/22/2023","Garantia Estendida","Estrutura","PERFIL DANIFICADO"
"4/17/2025","31193","76863","SENDAS DISTRIBUIDORA S/A","RIO DE JANEIRO","RJ","1490723061723","F01 ICFD CS 2,50","11/13/2023","11/22/2023","Garantia Estendida","Estrutura","PERFIL DANIFICADO"
"4/17/2025","31194","80159","MATEUS SUPERMERCADOS S.A","ROSARIO","MA","1491024015822","F01 ICFD CS 2,50","12/13/2024","2/26/2025","Garantia","Refrigeração","NÃO REFRIGERA"
"4/17/2025","31194","80159","MATEUS SUPERMERCADOS S.A","ROSARIO","MA","1451024001022","F01 ICFD CS 1,85","12/9/2024","2/26/2025","Garantia","Refrigeração","NÃO REFRIGERA"
"4/17/2025","31195","80651","COMERCIAL REIS LTDA","SANTA HELENA DE GOIAS","GO","1470125000324","F01 ICFD CS 2,10","2/6/2025","3/19/2025","Garantia","Iluminação","LED QUEIMADO"
"4/17/2025","31196","80219","DRIFT COMERCIO DE ALIMENTOS S A","SAO PEDRO DA ALDEIA","RJ","1471224029024","F01 ICFD CS 2,10","1/23/2025","1/30/2025","Garantia","Estrutura","GRADES COM MARCAS DE FERRUGEM E FUNDO MANCHADO"
"4/17/2025","31196","80219","DRIFT COMERCIO DE ALIMENTOS S A","SAO PEDRO DA ALDEIA","RJ","1471224029324","F01 ICFD CS 2,10","1/23/2025","1/30/2025","Garantia","Estrutura","GRADES COM MARCAS DE FERRUGEM E FUNDO MANCHADO"
"4/17/2025","31196","80219","DRIFT COMERCIO DE ALIMENTOS S A","SAO PEDRO DA ALDEIA","RJ","1471224027824","F01 ICFD CS 2,10","1/23/2025","1/30/2025","Garantia","Estrutura","GRADES COM MARCAS DE FERRUGEM E FUNDO MANCHADO"
"4/17/2025","31196","80219","DRIFT COMERCIO DE ALIMENTOS S A","SAO PEDRO DA ALDEIA","RJ","1411224009124","F01 ICFD TS 1,85","1/27/2025","1/30/2025","Garantia","Estrutura","GRADES COM MARCAS DE FERRUGEM E FUNDO MANCHADO"
"4/17/2025","31196","80219","DRIFT COMERCIO DE ALIMENTOS S A","SAO PEDRO DA ALDEIA","RJ","1471224028224","F01 ICFD CS 2,10","1/23/2025","1/30/2025","Garantia","Estrutura","GRADES COM MARCAS DE FERRUGEM E FUNDO MANCHADO"
"4/17/2025","31197","77120","SENDAS DISTRIBUIDORA S/A","MACAPA","AP","1450823002623","F01 ICFD CS 1,85","2/16/2024","2/5/2024","Garantia Estendida","Refrigeração","MARCANDO 36 POSITIVO"
"4/17/2025","31198","80927","CEREAIS CALEGARIO LTDA","CACHOEIRO DE ITAPEMIRIM","ES","1490225044024","F01 ICFD CS 2,50","3/26/2025","4/2/2025","Garantia","Transporte","AVARIA 038"
"4/18/2025","31201","80678","SUPERMERCADOS DB LTDA","MANAUS","AM","1480624025024","F01 ICFD CV 2,10","8/5/2024","9/11/2024","Fora Garantia","Refrigeração","DESARMANDO O DISJUNTOR"
"4/18/2025","31201","80678","SUPERMERCADOS DB LTDA","MANAUS","AM","1420624010224","F01 ICFD TV 1,85","8/5/2024","9/11/2024","Fora Garantia","Estrutura","SEM TAMPA DE VIDRO/PERFIL SOLTO"
"4/18/2025","31201","80678","SUPERMERCADOS DB LTDA","MANAUS","AM","1420624009524","F01 ICFD TV 1,85","8/14/2024","9/11/2024","Fora Garantia","Estrutura","PERFIL LED E TRILHO QUEBRADO/"
"4/18/2025","31202","79604","SENDAS DISTRIBUIDORA S/A","RIO DE JANEIRO","RJ","1490824021622","F01 ICFD CS 2,50","9/28/2024","10/31/2024","Garantia","Refrigeração","NÃO REFRIGERA - MARCANDO +34°C"
"4/22/2025","31206","65155","SENDAS DISTRIBUIDORA S/A","CAMPO GRANDE","MS","1490622123723","F01 ICFD CS 2,50","7/13/2022","7/15/2022","Garantia Estendida","Refrigeração","DESARMANDO DISJUNTOR"
"4/22/2025","31208","80378","COMPANHIA SULAMERICANA DE DISTRIBUICAO","MARINGA","PR","1421124007924","F01 ICFD TV 1,85","12/16/2024","2/3/2025","Garantia","Estrutura","VIDRO CONDENSANDO"
"4/22/2025","31208","80378","COMPANHIA SULAMERICANA DE DISTRIBUICAO","MARINGA","PR","1421124007724","F01 ICFD TV 1,85","12/17/2024","2/3/2025","Garantia","Estrutura","VIDRO CONDENSANDO"
"4/22/2025","31209","59261","MAIS LIDER SUPERMERCADO LTDA","XINGUARA","PA","1470924010224","F01 ICFD CS 2,10","10/6/2024","2/4/2025","Garantia","Refrigeração","NAO REFRIGERA"
"4/23/2025","31211","64791","PRECO CERTO SUPERMERCADO LIMITADA","RONDONOPOLIS","MT","1500325002124","F01 ICFD CV 2,50","3/19/2025","3/31/2025","Garantia","Refrigeração","MARCANDO 25.8 POSITIVO"
"4/23/2025","31212","77601","TAUSTE SUPERMERCADOS LTDA","CAMPINAS","SP","1421223006525","F01 ICFD TV 1,85","5/10/2024","5/16/2024","Fora Garantia","Refrigeração","NÃO REFRIGERA"
"4/23/2025","31213","80853","KOCH HIPERMERCADO S/A","ITAPEMA","SC","1471124002324","F01 ICFD CS 2,10","1/16/2025","1/24/2025","Garantia","Iluminação","LED QUEIMADA"
"4/23/2025","31213","80853","KOCH HIPERMERCADO S/A","ITAPEMA","SC","1471124006924","F01 ICFD CS 2,10","1/16/2025","1/24/2025","Garantia","Iluminação","LED QUEIMADA"
"4/23/2025","31213","80853","KOCH HIPERMERCADO S/A","ITAPEMA","SC","1471124002524","F01 ICFD CS 2,10","1/16/2025","1/24/2025","Garantia","Iluminação","LED APAGADA"
"4/23/2025","31213","80853","KOCH HIPERMERCADO S/A","ITAPEMA","SC","1471124005824","F01 ICFD CS 2,10","1/16/2025","1/24/2025","Garantia","Iluminação","LED QUEIMADA"
"4/23/2025","31213","80853","KOCH HIPERMERCADO S/A","ITAPEMA","SC","1471124005224","F01 ICFD CS 2,10","1/16/2025","1/24/2025","Garantia","Refrigeração","AJUSTE DE PARÂMETRO"
"4/23/2025","31213","80853","KOCH HIPERMERCADO S/A","ITAPEMA","SC","1411124001524","F01 ICFD TS 1,85","1/21/2025","1/24/2025","Garantia","Refrigeração","EM CURTO"
"4/23/2025","31213","80853","KOCH HIPERMERCADO S/A","ITAPEMA","SC","1411124001424","F01 ICFD TS 1,85","1/16/2025","1/24/2025","Garantia","Refrigeração","NÃO REFRIGERA"
"4/23/2025","31219","79225","SUPERMERCADOS MAMBO LTDA","SAO PAULO","SP","1480324004025","F01 ICFD CV 2,10","4/10/2024","5/10/2024","Fora Garantia","Refrigeração","DESLIGADO"
"4/23/2025","31221","79997","COMERCIO DE CARNES R. FARIA LTDA","SAO JOSE DOS CAMPOS","SP","1420524012025","F01 ICFD TV 1,85","7/15/2024","7/17/2024","Fora Garantia","Estrutura","VIDRO CONDENSANDO"
"4/23/2025","31222","45199","TRIMAIS SUPERMERCADOS S/A","SAO PAULO","SP","1420722002123","F01 ICFD TV 1,85","8/10/2022","8/11/2022","Fora Garantia","Refrigeração","NÃO REFRIGERA"
"4/24/2025","31224","46002","TENDA ATACADO S.A","JACAREI","SP","1410325005524","F01 ICFD TS 1,85","3/20/2025","4/4/2025","Garantia","Refrigeração","NÃO REFRIGERA"
"4/24/2025","31225","68624","SUPERMERCADOS BH COMERCIO DE ALIMENTOS S/A","BELO HORIZONTE","MG","1470124058125","F01 ICFD CS 2,10","2/5/2024","2/26/2024","Fora Garantia","Refrigeração","NÃO REFRIGERA"
"4/24/2025","31228","81419","PINHEIRO E SANTOS LTDA","GUARAI","TO","1470924045224","F01 ICFD CS 2,10","10/14/2024","10/14/2024","Fora Garantia","Refrigeração","NÃO REFRIGERA"
"4/24/2025","31228","81419","PINHEIRO E SANTOS LTDA","GUARAI","TO","1470924045724","F01 ICFD CS 2,10","10/17/2024","10/14/2024","Fora Garantia","Refrigeração","NÃO REFRIGERA"
"4/24/2025","31228","81419","PINHEIRO E SANTOS LTDA","GUARAI","TO","1470924044824","F01 ICFD CS 2,10","10/14/2024","10/14/2024","Fora Garantia","Refrigeração","NÃO REFRIGERA"
"4/24/2025","31228","81419","PINHEIRO E SANTOS LTDA","GUARAI","TO","1410924012724","F01 ICFD TS 1,85","10/14/2024","10/14/2024","Fora Garantia","Refrigeração","NÃO REFRIGERA"
"4/24/2025","31228","81419","PINHEIRO E SANTOS LTDA","GUARAI","TO","1470924045424","F01 ICFD CS 2,10","10/17/2024","10/14/2024","Fora Garantia","Refrigeração","NÃO REFRIGERA"
"4/24/2025","31228","81419","PINHEIRO E SANTOS LTDA","GUARAI","TO","1470924044624","F01 ICFD CS 2,10","10/14/2024","10/14/2024","Fora Garantia","Refrigeração","NÃO REFRIGERA"
"4/24/2025","31228","81419","PINHEIRO E SANTOS LTDA","GUARAI","TO","1470924045324","F01 ICFD CS 2,10","10/14/2024","10/14/2024","Fora Garantia","Refrigeração","NÃO REFRIGERA"
"4/24/2025","31228","81419","PINHEIRO E SANTOS LTDA","GUARAI","TO","1470924045524","F01 ICFD CS 2,10","10/17/2024","10/14/2024","Fora Garantia","Refrigeração","NÃO REFRIGERA"
"4/25/2025","31232","28489","DISPER COMERCIO E INDUSTRIA DE PRODUTOS LTDA","ITAJAI","SC","1500424005025","F01 ICFD CV 2,50","4/26/2024","8/14/2024","Garantia Estendida","Iluminação","LED QUEIMADA"
"4/25/2025","31233","81115","MULTICOM ATACADO E VAREJO S/A","BARREIRAS","BA","1411224010924","F01 ICFD TS 1,85","1/28/2025","3/19/2025","Garantia","Refrigeração","NÃO REFRIGERA"
"4/25/2025","31233","81115","MULTICOM ATACADO E VAREJO S/A","BARREIRAS","BA","1491224008524","F01 ICFD CS 2,50","1/28/2025","3/19/2025","Garantia","Iluminação","NÃO ACENDE"
"4/25/2025","31233","81115","MULTICOM ATACADO E VAREJO S/A","BARREIRAS","BA","1491224010324","F01 ICFD CS 2,50","1/28/2025","3/19/2025","Garantia","Refrigeração","NÃO REFRIGERA"
"4/25/2025","31235","45188","CARREFOUR COMERCIO E INDUSTRIA LTDA","GRAVATAI","RS","1410924006722","F01 ICFD TS 1,85","9/13/2024","9/25/2024","Fora Garantia","Refrigeração","NÃO REFRIGERA"
"4/25/2025","31236","31591","CASA VISCARDI S/A COMERCIO E IMPORTACAO","LONDRINA","PR","180521010823","NICFD 1850T","7/15/2021","7/26/2021","Fora Garantia","Refrigeração","NÃO REFRIGERA"
"4/25/2025","31237","62991","SENDAS DISTRIBUIDORA S/A","CURITIBA","PR","090818012321","ICFD 2100","8/5/2018","8/10/2018","Fora Garantia","Refrigeração","ORÇAMENTO"
"4/25/2025","31237","62991","SENDAS DISTRIBUIDORA S/A","CURITIBA","PR","100818002921","ICFD 1800 R","7/31/2018","8/10/2018","Fora Garantia","Refrigeração","ORÇAMENTO"
"4/25/2025","31237","62991","SENDAS DISTRIBUIDORA S/A","CURITIBA","PR","090818015821","ICFD 2100","8/6/2018","8/10/2018","Fora Garantia","Refrigeração","ORÇAMENTO"
"4/25/2025","31237","62991","SENDAS DISTRIBUIDORA S/A","CURITIBA","PR","100818003121","ICFD 1800 R","7/31/2018","8/10/2018","Fora Garantia","Refrigeração","ORÇAMENTO"
"4/25/2025","31237","62991","SENDAS DISTRIBUIDORA S/A","CURITIBA","PR","090818013021","ICFD 2100","8/5/2018","8/10/2018","Fora Garantia","Refrigeração","ORÇAMENTO"
"4/25/2025","31237","62991","SENDAS DISTRIBUIDORA S/A","CURITIBA","PR","090818014921","ICFD 2100","8/6/2018","8/10/2018","Fora Garantia","Refrigeração","ORÇAMENTO"
"4/25/2025","31238","79118","MASTER ATS SUPERMERCADOS LTDA","XANXERE","SC","1490724047725","F01 ICFD CS 2,50","10/5/2024","11/27/2024","Garantia","Estrutura","VAZAMENTO DE ÁGUA"
"4/25/2025","31239","77119","SENDAS DISTRIBUIDORA S/A","SAO PAULO","SP","1490823069323","F01 ICFD CS 2,50","1/23/2024","1/29/2024","Garantia Estendida","Refrigeração","MARCANDO -25 MAS NÃO REFRIGERA"
"4/25/2025","31240","58983","COIMBRA & FARIA COMERCIO DE GENEROS ALIMENTICIOS LTDA","RIO BRANCO DO SUL","PR","140119001521","ICFD 2100 VD","1/14/2019","1/28/2019","Fora Garantia","Refrigeração","ORÇAMENTO"
"4/25/2025","31240","58983","COIMBRA & FARIA COMERCIO DE GENEROS ALIMENTICIOS LTDA","RIO BRANCO DO SUL","PR","130119000621","ICFD 1800 R VD","1/10/2019","1/28/2019","Fora Garantia","Refrigeração","ORÇAMENTO"
"4/25/2025","31240","58983","COIMBRA & FARIA COMERCIO DE GENEROS ALIMENTICIOS LTDA","RIO BRANCO DO SUL","PR","140119001621","ICFD 2100 VD","1/14/2019","1/28/2019","Fora Garantia","Refrigeração","ORÇAMENTO"
"4/25/2025","31240","58983","COIMBRA & FARIA COMERCIO DE GENEROS ALIMENTICIOS LTDA","RIO BRANCO DO SUL","PR","130119000521","ICFD 1800 R VD","1/10/2019","1/28/2019","Fora Garantia","Refrigeração","ORÇAMENTO"
"4/25/2025","31240","58983","COIMBRA & FARIA COMERCIO DE GENEROS ALIMENTICIOS LTDA","RIO BRANCO DO SUL","PR","140119001021","ICFD 2100 VD","1/13/2019","1/28/2019","Fora Garantia","Refrigeração","ORÇAMENTO"
"4/25/2025","31240","58983","COIMBRA & FARIA COMERCIO DE GENEROS ALIMENTICIOS LTDA","RIO BRANCO DO SUL","PR","140119000921","ICFD 2100 VD","1/13/2019","1/28/2019","Fora Garantia","Refrigeração","ORÇAMENTO"
"4/25/2025","31241","81381","ATACADAO HORTIFRUTI ITAGUAI LTDA","ITAGUAÍ","RJ","1420324004625","F01 ICFD TV 1,85","4/24/2024","5/24/2024","Garantia Estendida","Refrigeração","NÃO REFRIGERA"
"4/25/2025","31243","77982","LOPES SUPERMERCADOS LTDA","ANDRADINA","SP","1410424019425","F01 ICFD TS 1,85","6/28/2024","7/17/2024","Fora Garantia","Refrigeração","NÃO REFRIGERA"
"4/28/2025","31248","81280","MART MINAS DISTRIBUIÇAO LTDA","PATROCINIO","MG","1490325033824","F01 ICFD CS 2,50","4/7/2025","4/14/2025","Garantia","Transporte/Falta de Peças","DANIFICADO NO TRANSPORTE"
"4/28/2025","31248","81280","MART MINAS DISTRIBUIÇAO LTDA","PATROCINIO","MG","1490325033224","F01 ICFD CS 2,50","4/7/2025","4/14/2025","Garantia","Transporte/Falta de Peças","DANIFICADO NO TRANSPORTE"
"4/28/2025","31248","81280","MART MINAS DISTRIBUIÇAO LTDA","PATROCINIO","MG","1490325034824","F01 ICFD CS 2,50","4/7/2025","4/14/2025","Garantia","Transporte/Falta de Peças","DANIFICADO NO TRANSPORTE"
"4/28/2025","31248","81280","MART MINAS DISTRIBUIÇAO LTDA","PATROCINIO","MG","1490325032624","F01 ICFD CS 2,50","4/7/2025","4/14/2025","Garantia","Transporte/Falta de Peças","DANIFICADO NO TRANSPORTE"
"4/28/2025","31248","81280","MART MINAS DISTRIBUIÇAO LTDA","PATROCINIO","MG","1410325018824","F01 ICFD TS 1,85","4/9/2025","4/14/2025","Garantia","Iluminação","LED NÃO ACENDE"
"4/28/2025","31248","81280","MART MINAS DISTRIBUIÇAO LTDA","PATROCINIO","MG","1490325035524","F01 ICFD CS 2,50","4/7/2025","4/14/2025","Garantia","Refrigeração","NÃO REFRIGERA"
"4/28/2025","31249","79134","SDB COMERCIO DE ALIMENTOS LTDA","RIO DO SUL","SC","1410824002824","F01 ICFD TS 1,85","8/19/2024","8/27/2024","Fora Garantia","Refrigeração","NÃO REFRIGERA"
"4/28/2025","31251","80449","KOCH HIPERMERCADO S.A","SAO FRANCISCO DO SUL","SC","1480824024724","F01 ICFD CV 2,10","10/13/2024","11/25/2024","Garantia","Iluminação","LED QUEIMADA"
"4/29/2025","31259","42782","PORTAL DO EDEM COMERCIAL DE ALIMENTOS LTDA","RIO DE JANEIRO","RJ","1411124009924","F01 ICFD TS 1,85","12/17/2024","12/13/2024","Garantia","Refrigeração","NÃO REFRIGERA"
"4/29/2025","31260","73927","SENDAS DISTRIBUIDORA S.A","BELO HORIZONTE","MG","1490622178723","F01 ICFD CS 2,50","9/5/2022","10/5/2022","Garantia Estendida","Refrigeração","NÃO REFRIGERA"
"4/29/2025","31260","73927","SENDAS DISTRIBUIDORA S.A","BELO HORIZONTE","MG","1410622032923","F01 ICFD TS 1,85","8/30/2022","10/5/2022","Garantia Estendida","Refrigeração","NÃO REFRIGERA"
"4/29/2025","31261","80582","ITALO SUPERMERCADOS LTDA","CURITIBA","PR","1480124003825","F01 ICFD CV 2,10","2/19/2024","4/4/2024","Fora Garantia","Estrutura","VIDRO CONDENSANDO"
"4/29/2025","31261","80582","ITALO SUPERMERCADOS LTDA","CURITIBA","PR","1420124004725","F01 ICFD TV 1,85","2/19/2024","4/4/2024","Fora Garantia","Estrutura","VIDRO CONDENSANDO"
"4/29/2025","31261","80582","ITALO SUPERMERCADOS LTDA","CURITIBA","PR","1420124004425","F01 ICFD TV 1,85","2/19/2024","4/4/2024","Fora Garantia","Estrutura","VIDRO CONDENSANDO"
"4/30/2025","31264","79048","WMS SUPERMERCADOS DO BRASIL LTDA","SAO GONCALO","RJ","1470624006622","F01 ICFD CS 2,10","7/29/2024","7/29/2024","Fora Garantia","Refrigeração","EXCESSO DE GELO"
"4/30/2025","31264","79048","WMS SUPERMERCADOS DO BRASIL LTDA","SAO GONCALO","RJ","1470624008622","F01 ICFD CS 2,10","7/29/2024","7/29/2024","Fora Garantia","Refrigeração","CONTROLADOR APAGADO"
"4/30/2025","31264","79048","WMS SUPERMERCADOS DO BRASIL LTDA","SAO GONCALO","RJ","1470624011622","F01 ICFD CS 2,10","7/25/2024","7/29/2024","Fora Garantia","Refrigeração","CONTROLADOR APAGADO"
"4/30/2025","31266","42782","PORTAL DO EDEM COMERCIAL DE ALIMENTOS LTDA","RIO DE JANEIRO","RJ","1471124032924","F01 ICFD CS 2,10","12/9/2024","12/11/2024","Garantia","Iluminação","LED QUEIMADA"
"4/30/2025","31267","72708","SUPERMERCADOS BH COMERCIO DE ALIMENTOS S/A","MONTES CLAROS","MG","181121021523","NICFD 1850T","3/25/2022","4/5/2022","Fora Garantia","Refrigeração","NÃO REFRIGERA"
"4/30/2025","31272","76474","MARQUESA ATACAREJO DE CARNES E PRODUTOS ALIMENTICIOS EM GERAL LTDA","SANTANA DE PARNAIBA","sp","1490123000123","F01 ICFD CS 2,50","1/28/2023","8/14/2023","Fora Garantia","Estrutura","PUXADORES SOLTANDO"
"4/30/2025","31272","76474","MARQUESA ATACAREJO DE CARNES E PRODUTOS ALIMENTICIOS EM GERAL LTDA","SANTANA DE PARNAIBA","sp","1490123000323","F01 ICFD CS 2,50","1/30/2023","8/14/2023","Fora Garantia","Estrutura","PUXADORES SOLTOS"
"4/30/2025","31272","76474","MARQUESA ATACAREJO DE CARNES E PRODUTOS ALIMENTICIOS EM GERAL LTDA","SANTANA DE PARNAIBA","sp","1490123000923","F01 ICFD CS 2,50","1/31/2023","8/14/2023","Fora Garantia","Estrutura","PUXADORES SOLTOS"
"4/30/2025","31272","76474","MARQUESA ATACAREJO DE CARNES E PRODUTOS ALIMENTICIOS EM GERAL LTDA","SANTANA DE PARNAIBA","sp","1490123000223","F01 ICFD CS 2,50","1/28/2023","8/14/2023","Fora Garantia","Estrutura","PUXADORES SOLTOS"
"4/30/2025","31273","77944","SDB COMERCIO DE ALIMENTOS LTDA","NOVO HAMBURGO","RS","1471024091524","F01 ICFD CS 2,10","1/17/2025","2/6/2025","Garantia","Iluminação","LED QUEIMADA"
"4/30/2025","31275","66334","SUPERMERCADO ECONOMICO JJ LTDA","SAO GONÇALO","RJ","1490225032224","F01 ICFD CS 2,50","3/11/2025","4/22/2025","Garantia","Iluminação","LED QUEIMADA"
"5/2/2025","31278","80002","J F SA DOS SANTOS E CIA LTDA","JABOATAO DOS GUARARAPES","PE","1420624004725","F01 ICFD TV 1,85","7/10/2024","8/30/2024","Garantia Estendida","Refrigeração","NÃO REFRIGERA"
"5/2/2025","31278","80002","J F SA DOS SANTOS E CIA LTDA","JABOATAO DOS GUARARAPES","PE","1480724001325","F01 ICFD CV 2,10","8/9/2024","8/30/2024","Garantia Estendida","Refrigeração","NÃO REFRIGERA"
"5/2/2025","31278","80002","J F SA DOS SANTOS E CIA LTDA","JABOATAO DOS GUARARAPES","PE","1480724002025","F01 ICFD CV 2,10","8/9/2024","8/30/2024","Garantia Estendida","Refrigeração","NÃO REFRIGERA"
"5/2/2025","31279","79020","ATACAREJO DE ALIMENTOS IDEAL CAMARAGIBE LTDA","CAMARAGIBE","PE","1420724004025","F01 ICFD TV 1,85","8/9/2024","9/2/2024","Fora Garantia","Refrigeração","NÃO REFRIGERA"
"5/2/2025","31280","78228","A & E SUPERMERCADO LTDA","SALVADOR","BA","1470224052025","F01 ICFD CS 2,10","3/27/2024","4/18/2024","Fora Garantia","Refrigeração","NÃO REFRIGERA"
"5/2/2025","31280","78228","A & E SUPERMERCADO LTDA","SALVADOR","BA","1470224052225","F01 ICFD CS 2,10","3/27/2024","4/18/2024","Fora Garantia","Refrigeração","NÃO REFRIGERA"
"5/2/2025","31280","78228","A & E SUPERMERCADO LTDA","SALVADOR","BA","1410224027425","F01 ICFD TS 1,85","3/26/2024","4/18/2024","Fora Garantia","Refrigeração","TROCA DO MICROMOTOR"
"5/2/2025","31281","79139","WMS SUPERMERCADOS DO BRASIL LTDA","VALPARAISO DE GOIAS","GO","1470924132222","F01 ICFD CS 2,10","10/23/2024","2/26/2025","Garantia","Refrigeração","MARCANDO 7.8 POSITIVO"
"5/2/2025","31283","79692","MANFROI SUPERMERCADOS LTDA","SANTO ANTONIO DO SUDOESTE","PR","1420224009824","F01 ICFD TV 1,85","5/10/2024","8/26/2024","Fora Garantia","Estrutura","VIDRO CONDENSANDO"
"5/2/2025","31283","79692","MANFROI SUPERMERCADOS LTDA","SANTO ANTONIO DO SUDOESTE","PR","1500824010924","F01 ICFD CV 2,50","9/18/2024","8/26/2024","Fora Garantia","Estrutura","VIDRO CONDENSANDO"
"5/2/2025","31283","79692","MANFROI SUPERMERCADOS LTDA","SANTO ANTONIO DO SUDOESTE","PR","1480224021024","F01 ICFD CV 2,10","5/9/2024","8/26/2024","Fora Garantia","Estrutura","VIDRO CONDENSANDO"
"5/2/2025","31283","79692","MANFROI SUPERMERCADOS LTDA","SANTO ANTONIO DO SUDOESTE","PR","1480224021124","F01 ICFD CV 2,10","5/9/2024","8/26/2024","Fora Garantia","Estrutura","VIDRO CONDENSANDO"
"5/2/2025","31283","79692","MANFROI SUPERMERCADOS LTDA","SANTO ANTONIO DO SUDOESTE","PR","1480224020424","F01 ICFD CV 2,10","5/9/2024","8/26/2024","Fora Garantia","Estrutura","VIDRO CONDENSANDO"
"5/2/2025","31283","79692","MANFROI SUPERMERCADOS LTDA","SANTO ANTONIO DO SUDOESTE","PR","1420224009924","F01 ICFD TV 1,85","5/9/2024","8/26/2024","Fora Garantia","Estrutura","VIDRO CONDENSANDO"
"5/2/2025","31283","79692","MANFROI SUPERMERCADOS LTDA","SANTO ANTONIO DO SUDOESTE","PR","1420224010024","F01 ICFD TV 1,85","5/9/2024","8/26/2024","Fora Garantia","Estrutura","VIDRO CONDENSANDO"
